"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1929","createPostTest","Surefire suite","2025-12-15","passed","2025-12-15","tests.CreatePostTest","Surefire test","tests.CreatePostTest","createPostTest"
